Country,Year,Food Category,Total Waste (Tons),Economic Loss (Million $),Avg Waste per Capita (Kg),Population (Million),Household Waste (%),Material_Footprint_Per_Capita,Continent,Hemisphere,Waste_Per_Capita_kg,Economic_Loss_Per_Capita_USD,Carbon_Footprint_kgCO2e,Carbon_Per_Capita_kgCO2e,Years_From_2018,Is_Pandemic_Year,Is_Post_Pandemic,Year_Trend,Country_Trend,Year_Cycle,Year_Cycle_Cos,Population_Material_Interaction,Year_Population_Interaction,GDP_Per_Capita_Proxy,Waste_Efficiency,Economic_Intensity,Waste_Trend,Economic_Trend,Category_Waste_Share,Category_Economic_Share,Sustainability_Score,Country_Encoded,Food Category_Encoded,Continent_Encoded,Hemisphere_Encoded,ISO_Code
Turkey,2024,Frozen Food,49640.44,43002.21,147.97,1199.99,66.46,17.549999999999997,Europe,Unknown,147.97,35.83547362894691,124101100.0,0.10341844515370961,6,0,1,6,235.5,1271.7167061731484,-0.8090169943750019,21059.824499999995,7199.9400000000005,35835.47362894691,41.36737806148385,0.8662737477749995,30562.66,26914.93,0.047145787596357146,0.04146095057399061,27.459621402400575,17,3,3,2,TUR
Japan,2019,Frozen Food,47373.71,50237.28,122.91,1333.29,56.63,18.18,Asia,Northern Hemisphere,122.91,37.67918457349864,118434275.0,0.08882859317927833,1,0,0,1,55.0,1268.5751135195585,0.8090169943749413,24239.212199999998,1333.29,37679.184573498635,35.53143727171133,1.0604463952685994,30554.41,34133.503333333334,0.045700605353920336,0.046548813034121304,33.63489597911932,10,3,2,0,JPN
China,2021,Dairy Products,16464.38,18670.32,37.64,1184.69,48.42,21.96,Asia,Northern Hemisphere,37.64,15.75966708590433,41160950.00000001,0.034744068068439854,3,1,0,3,144.0,1269.8317505809944,0.8090169943749828,26015.792400000002,3554.07,15759.66708590433,13.897627227375938,1.1339825732885174,13181.75,13616.046666666667,0.015601081960852312,0.017289821626829127,76.05827226813201,4,2,2,0,CHN
Germany,2024,Fruits & Vegetables,26111.99,21589.27,168.69,1172.25,50.31,17.549999999999997,Europe,Unknown,168.69,18.41695030923438,65279975.00000001,0.05568775858391982,6,0,1,6,268.5,1271.7167061731484,-0.8090169943750019,20572.987499999996,7033.5,18416.95030923438,22.275103433567928,0.8267952768057892,23999.533333333336,21537.88666666667,0.029508780882877256,0.024275962369524236,42.84602175303902,6,4,3,2,DEU
Turkey,2022,Grains & Cereals,29147.18,33953.62,131.16,1317.63,44.8,17.549999999999997,Europe,Unknown,131.16,25.768705934139327,72867950.0,0.05530228516351328,4,1,0,4,163.5,1270.4600691117123,0.30901699437502833,23124.406499999997,5270.52,25768.705934139325,22.12091406540531,1.1649024022221017,30090.833333333332,29261.160000000003,0.035236112349397136,0.04013377886889041,42.37933343958471,17,5,3,2,TUR
Saudi Arabia,2023,Dairy Products,12894.18,13051.48,160.37,418.74,46.87,17.549999999999997,Asia,Unknown,160.37,31.168457754215023,32235450.0,0.07698201748101448,5,0,1,5,181.5,1271.0883876424302,-0.30901699437484287,7348.886999999999,2093.7,31168.457754215022,30.79280699240579,1.012199302320892,5583.296666666666,5554.126666666666,0.0143026099170011,0.014252620909919333,32.004735635477864,13,2,2,2,SAU
Italy,2018,Fruits & Vegetables,24353.78,26604.16,188.03,430.09,31.28,12.33,Europe,Northern Hemisphere,188.03,61.857192680601734,60884450.0,0.14156211490618242,0,0,0,0,16.5,1267.9467949888406,0.3090169943749612,5303.0097,0.0,61857.192680601736,56.624845962472975,1.0924037254175738,30260.523333333334,29117.273333333334,0.028379684264828495,0.03083398663734172,21.506273105629052,9,4,3,0,ITA
Germany,2023,Prepared Food,46296.01,45513.35,53.07,754.61,34.16,17.549999999999997,Europe,Unknown,53.07,60.31373822239302,115740025.00000001,0.15337727435363965,5,0,1,5,229.0,1271.0883876424302,-0.30901699437484287,13243.405499999999,3773.05,60313.73822239302,61.35090974145585,0.9830944394560135,35319.47,33349.7,0.04588074475563905,0.045180452743508855,46.645363538781616,6,7,3,2,DEU
Indonesia,2023,Prepared Food,35998.11,32227.85,69.8,672.05,48.3,17.549999999999997,Asia,Unknown,69.8,47.95454207276244,89995275.0,0.1339115765196042,5,0,1,5,190.0,1271.0883876424302,-0.30901699437484287,11794.477499999997,3360.25,47954.542072762444,53.564630607841686,0.8952650569710465,28618.13333333333,27656.88666666667,0.03503653953026517,0.03168044236908685,43.351972075490416,8,7,2,2,IDN
India,2024,Bakery Items,19940.67,16685.0,69.49,1246.79,54.64,17.549999999999997,Asia,Unknown,69.49,13.382365915671445,49851674.99999999,0.03998401896069105,6,0,1,6,241.5,1271.7167061731484,-0.8090169943750019,21881.164499999995,7480.74,13382.365915671444,15.99360758427642,0.8367321659703512,21820.75,23147.18333333333,0.03097263993151828,0.02603754953279023,69.03351775893829,7,0,2,2,IND
Mexico,2019,Dairy Products,20682.45,18331.22,75.79,789.69,66.86,10.85,America,Northern Hemisphere,75.79,23.21318492066507,51706125.0,0.06547648444326254,1,0,0,1,53.5,1268.5751135195585,0.8090169943749413,8568.1365,789.69,23213.184920665073,26.19059377730502,0.8863176267801929,31703.82333333333,32802.65,0.026690532678376046,0.0240036204426159,58.450855576238766,11,2,1,0,MEX
India,2024,Beverages,25894.46,23584.07,85.66,1317.81,64.46,17.549999999999997,Asia,Unknown,85.66,17.89641147054583,64736149.99999999,0.04912403912551885,6,0,1,6,241.5,1271.7167061731484,-0.8090169943750019,23127.565499999997,7906.86,17896.411470545827,19.64961565020754,0.9107766680595,26412.796666666665,26464.816666666666,0.040220302818365826,0.036803799269391195,60.787582382892836,7,1,2,2,IND
Japan,2024,Grains & Cereals,6206.67,5227.1,109.03,1303.51,63.17,17.549999999999997,Asia,Unknown,109.03,4.010019102270025,15516675.0,0.011903763684206488,6,0,1,6,226.0,1271.7167061731484,-0.8090169943750019,22876.600499999997,7821.0599999999995,4010.019102270025,4.761505473682596,0.8421746282628205,19157.276666666665,19841.22333333333,0.007641869957022631,0.006523338015187518,67.20359318557843,10,5,2,2,JPN
UK,2023,Prepared Food,6158.59,5344.53,52.96,271.03,39.15,17.549999999999997,Europe,Unknown,52.96,19.719329963472678,15396475.0,0.05680727225768365,5,0,1,5,190.0,1271.0883876424302,-0.30901699437484287,4756.576499999998,1355.1499999999999,19719.32996347268,22.722908903073463,0.8678171464572247,23372.44666666667,20304.83666666667,0.007111192472335718,0.006195890598193097,67.6793995252678,18,7,3,2,GBR
South Korea,2018,Dairy Products,2995.27,3247.61,47.23,592.16,49.19,21.65,Asia,Northern Hemisphere,47.23,5.484345447176439,7488175.0,0.012645526546879221,0,0,0,0,17.5,1267.9467949888406,0.3090169943749612,12820.264,0.0,5484.345447176439,5.058210618751689,1.0842461614478829,23757.083333333332,20622.816666666666,0.004266474778547186,0.0045399435729640124,82.53334265513826,15,2,2,0,KOR
Indonesia,2018,Frozen Food,22227.76,24684.1,186.41,378.43,34.27,6.66,Asia,Southern Hemisphere,186.41,65.22765108474486,55569399.99999999,0.14684195227651084,0,0,0,0,15.5,1267.9467949888406,0.3090169943749612,2520.3438,0.0,65227.651084744866,58.73678091060433,1.1105077614658427,27089.833333333332,26542.153333333332,0.027253886611351766,0.029312163491575147,21.18948286340935,8,3,2,1,IDN
South Korea,2021,Grains & Cereals,37912.85,31508.32,147.55,1208.19,62.76,22.01,Asia,Northern Hemisphere,147.55,26.078944536869198,94782125.0,0.0784496850660906,3,1,0,3,126.0,1269.8317505809944,0.8090169943749828,26592.2619,3624.57,26078.9445368692,31.379874026436237,0.8310723145318804,26445.266666666663,22004.86333333333,0.041366735372183654,0.03359158727134848,36.387143826716,15,5,2,0,KOR
France,2023,Prepared Food,45216.87,53291.62,199.27,1258.49,66.59,17.549999999999997,Europe,Unknown,198.10090000000002,42.3456841135011,113042175.0,0.08982365771678757,5,0,1,5,187.5,1271.0883876424302,-0.30901699437484287,22086.499499999998,6292.45,42345.6841135011,35.92946308671503,1.1785782607243713,30660.819999999996,34553.70333333333,0.04234270875037905,0.05046146597323163,24.610580536992742,5,7,3,2,FRA
Saudi Arabia,2020,Meat & Seafood,6000.35,6335.63,119.75,936.97,47.09,30.03,Asia,Northern Hemisphere,119.75,6.761828020107368,15000875.0,0.01600998431113056,2,1,0,2,92.5,1269.2034320502764,1.0,28137.209100000004,1873.94,6761.828020107368,6.403993724452224,1.0558767405234695,6666.363333333334,6895.75,0.007288404334365294,0.0076722336921575505,62.034696592918316,13,6,2,0,SAU
China,2019,Grains & Cereals,11699.76,13226.55,139.02,143.06,54.19,21.96,Asia,Northern Hemisphere,139.02,92.45456451838389,29249400.0,0.20445547322801622,1,0,0,1,59.0,1268.5751135195585,0.8090169943749413,3141.5976,143.06,92454.5645183839,81.78218929120649,1.130497548667665,13310.31,14595.663333333332,0.016185148841889423,0.01741609834732761,20.660671606319024,4,5,2,0,CHN
Saudi Arabia,2021,Prepared Food,34919.42,40964.21,196.62,343.21,35.32,30.03,Asia,Northern Hemisphere,196.62,119.35610850499694,87298549.99999999,0.2543589930363334,3,1,0,3,125.0,1269.8317505809944,0.8090169943749828,10306.5963,1029.6299999999999,119356.10850499694,101.74359721453338,1.1731068270893388,17937.983333333334,20117.106666666667,0.04869373063243371,0.05671988917496688,14.738460417819995,13,7,2,0,SAU
UK,2023,Beverages,37270.62,43998.68,148.18,459.9,41.16,17.549999999999997,Europe,Unknown,148.18,95.6701021961296,93176550.0,0.2026017612524462,5,0,1,5,190.0,1271.0883876424302,-0.30901699437484287,8071.244999999998,2299.5,95670.1021961296,81.04070450097848,1.1805191327646278,25788.623333333337,26808.70333333334,0.04303558970207223,0.05100748012358555,18.329227658186557,18,1,3,2,GBR
Spain,2018,Beverages,30435.06,28495.47,131.24,876.44,39.94,13.99,Europe,Northern Hemisphere,131.24,32.51274474008489,76087650.00000001,0.086814442517457,0,0,0,0,18.0,1267.9467949888406,0.3090169943749612,12261.395600000002,0.0,32512.74474008489,34.725777006982796,0.9362711951282501,36055.62,35776.880000000005,0.03556446603275921,0.032018490437854374,35.409241560555586,16,1,3,0,ESP
Canada,2021,Beverages,29977.13,30214.94,92.79,330.05,46.49,35.05,America,Northern Hemisphere,92.79,91.54655355249204,74942825.0,0.2270650658991062,3,1,0,3,130.0,1269.8317505809944,0.8090169943749828,11568.252499999999,990.1500000000001,91546.55355249204,90.82602635964248,1.0079330476266406,29262.33,29473.986666666664,0.024795857328910053,0.025106049067545856,31.632096046053626,3,1,1,0,CAN
Indonesia,2024,Meat & Seafood,41624.99,42883.64,88.01,674.31,45.05,17.549999999999997,Asia,Unknown,88.01,63.596328098352394,104062474.99999999,0.15432438344381663,6,0,1,6,227.5,1271.7167061731484,-0.8090169943750019,11834.140499999998,4045.8599999999997,63596.328098352395,61.729753377526656,1.030237845102185,33283.619999999995,33265.19666666666,0.04905855172850438,0.05166036262159002,37.27120366003767,8,6,2,2,IDN
France,2022,Fruits & Vegetables,23626.74,24156.13,198.38,745.17,66.68,17.549999999999997,Europe,Unknown,198.10090000000002,32.416938416737125,59066850.00000001,0.07926627480977497,4,1,0,4,150.5,1270.4600691117123,0.30901699437502833,13077.733499999997,2980.68,32416.938416737124,31.706509923909984,1.0224063920794828,28771.376666666667,31238.33,0.024222343196867786,0.024517038707208363,30.931319698860655,5,4,3,2,FRA
Germany,2022,Beverages,48456.51,42311.26,191.89,370.23,57.62,17.549999999999997,Europe,Unknown,191.89,114.28371552818518,121141275.00000001,0.32720545336682605,4,1,0,4,191.5,1270.4600691117123,0.30901699437502833,6497.536499999999,1480.92,114283.71552818519,130.88218134673042,0.8731800948933384,40288.170000000006,36471.293333333335,0.0672234461858504,0.05766324498445217,10.367672797990437,6,1,3,2,DEU
Italy,2023,Beverages,11714.16,10116.0,103.42,918.9,31.39,17.549999999999997,Europe,Unknown,103.42,11.008814887365329,29285400.0,0.031870062030688866,5,0,1,5,189.5,1271.0883876424302,-0.30901699437484287,16126.694999999998,4594.5,11008.814887365328,12.748024812275547,0.8635702431928538,27419.02666666667,26357.320000000003,0.008712747062768094,0.007387864400057794,62.25251844596799,9,1,3,2,ITA
Australia,2023,Beverages,3628.5,4199.04,100.92,654.55,59.03,17.549999999999997,Oceania,Unknown,100.92,6.415155450309373,9071250.0,0.013858757925292186,5,0,1,5,178.0,1271.0883876424302,-0.30901699437484287,11487.352499999997,3272.75,6415.155450309373,5.543503170116875,1.1572385283174866,20728.709999999995,18433.88666666667,0.00345896248208246,0.003839972644364976,67.44510793675043,1,1,4,2,AUS
Saudi Arabia,2020,Frozen Food,5522.93,4526.35,179.95,425.27,32.98,30.03,Asia,Northern Hemisphere,179.95,10.643473557974934,13807325.0,0.03246719730994427,2,1,0,2,92.5,1269.2034320502764,1.0,12770.8581,850.54,10643.473557974934,12.98687892397771,0.819555924119987,15480.9,17275.396666666664,0.0067084998292426465,0.00548125679253639,50.06936299292214,13,3,2,0,SAU
UK,2019,Frozen Food,5222.79,5146.97,39.16,1388.73,60.69,17.549999999999997,Europe,Unknown,39.16,3.7062423941298888,13056975.0,0.009402097599965437,1,0,0,1,44.5,1268.5751135195585,0.8090169943749413,24372.211499999998,1388.73,3706.242394129889,3.760839039986174,0.9854828549491748,16217.333333333336,18163.393333333337,0.007748167287447453,0.007973263958045176,86.21352568173799,18,3,3,2,GBR
India,2018,Prepared Food,24858.69,21034.4,156.15,1057.39,58.01,5.11,Asia,Northern Hemisphere,156.15,19.89275480191793,62146725.0,0.058773702229073466,0,0,0,0,24.5,1267.9467949888406,0.3090169943749612,5403.262900000001,0.0,19892.75480191793,23.509480891629387,0.8461588281602933,23564.606666666663,20434.49,0.0207477306975238,0.017340616209675704,41.55401176481715,7,7,2,0,IND
Mexico,2018,Meat & Seafood,49002.55,39733.88,69.3,1280.4,66.77,10.89,America,Northern Hemisphere,69.3,31.032396126210553,122506375.0,0.09567820602936582,0,0,0,0,19.5,1267.9467949888406,0.3090169943749612,13943.556000000002,0.0,31032.396126210555,38.27128241174633,0.8108533127357657,37128.74,33564.909999999996,0.04723520830997199,0.038970351440877044,52.505010543580134,11,6,1,0,MEX
Brazil,2022,Fruits & Vegetables,37440.24,33827.9,94.17,953.06,45.73,17.549999999999997,America,Unknown,94.17,35.49398778670808,93600599.99999999,0.09821060583803747,4,1,0,4,164.0,1270.4600691117123,0.30901699437502833,16726.202999999998,3812.24,35493.98778670808,39.28424233521499,0.9035171783086862,38051.246666666666,34545.77333333334,0.05443008554845569,0.0515782789606382,42.374872809686686,2,4,1,2,BRA
Brazil,2023,Bakery Items,30854.25,28373.57,115.04,747.57,51.99,17.549999999999997,America,Unknown,115.04,37.95439891916476,77135625.0,0.1031818090613588,5,0,1,5,201.0,1271.0883876424302,-0.30901699437484287,13119.8535,3737.8500000000004,37954.398919164756,41.27272362454352,0.919600055097758,35195.81,32489.960000000003,0.02703393512922758,0.025360623675220503,34.66595893361157,2,0,1,2,BRA
Italy,2024,Meat & Seafood,46852.8,55386.73,139.02,24.51,62.87,17.549999999999997,Europe,Unknown,139.02,1044.4250991749661,117132000.0,2.4956666746742995,6,0,1,6,234.0,1271.7167061731484,-0.8090169943750019,430.15049999999997,147.06,2259760.505915953,1911.578947368421,1.182143436464843,27640.24666666667,30702.296666666665,0.04361760909222267,0.053139985240430745,2.9279999999999973,9,6,3,2,ITA
Saudi Arabia,2022,Meat & Seafood,11318.5,12341.11,64.35,1018.05,69.02,17.549999999999997,Asia,Unknown,64.35,12.122302440941016,28296250.0,0.027794558224055792,4,1,0,4,151.5,1270.4600691117123,0.30901699437502833,17866.777499999997,4072.2,12122.302440941017,11.117823289622317,1.09034854441843,17253.616666666665,19277.22333333333,0.02226023265143945,0.02416012974349751,72.08059967585089,13,6,2,2,SAU
Turkey,2021,Beverages,40184.32,39105.55,152.14,377.45,54.3,17.49,Europe,Northern Hemisphere,152.14,103.6045833885283,100460800.0,0.26615657703007023,3,1,0,3,129.0,1269.8317505809944,0.8090169943749828,6601.6005,1132.35,103604.58338852829,106.46263081202808,0.9731544542747023,39657.31333333333,38687.12666666667,0.04622624562312813,0.0471559291093502,14.030605378195785,17,1,3,0,TUR
Japan,2023,Fruits & Vegetables,2192.54,2459.51,181.4,705.89,58.22,17.549999999999997,Asia,Unknown,181.4,3.4842680870957237,5481350.0,0.0077651617107481336,5,0,1,5,195.0,1271.0883876424302,-0.30901699437484287,12388.369499999997,3529.45,3484.268087095724,3.1060646842992536,1.121762886880057,18590.97333333333,19307.963333333333,0.0027545558957978995,0.0032225182871109437,56.92088923203331,10,4,2,2,JPN
Argentina,2023,Frozen Food,27521.46,25452.38,176.44,1116.1,50.88,17.549999999999997,America,Unknown,176.44,22.804748678433835,68803650.0,0.06164649224979841,5,0,1,5,193.5,1271.0883876424302,-0.30901699437484287,19587.554999999997,5580.5,22804.748678433836,24.658596899919363,0.9248193954826525,33815.7,34398.14666666667,0.038755523090764736,0.03644564917514025,39.19764895618671,0,3,1,2,ARG
Argentina,2021,Grains & Cereals,33487.17,37702.25,86.33,1025.88,30.78,15.81,America,Southern Hemisphere,86.33,36.751130736538386,83717924.99999999,0.08160596268569421,3,1,0,3,130.5,1269.8317505809944,0.8090169943749828,16219.162800000002,3077.6400000000003,36751.130736538384,32.64238507427769,1.1258714904842662,36830.079999999994,38093.62333333333,0.031903037741205884,0.03573339090267755,44.51896085312123,0,5,1,1,ARG
USA,2024,Prepared Food,35924.32,30004.9,192.56,1109.32,42.27,17.549999999999997,America,Unknown,192.56,27.048011394367723,89810800.0,0.08096022788735442,6,0,1,6,236.5,1271.7167061731484,-0.8090169943750019,19468.565999999995,6655.92,27048.011394367724,32.38409115494177,0.8352252735751158,19462.88,18391.653333333335,0.037994804306502,0.031803957315841354,34.856377780982946,19,7,1,2,USA
Argentina,2019,Meat & Seafood,43465.47,42742.96,129.35,889.88,45.22,15.81,America,Southern Hemisphere,129.35,48.03227401447386,108663675.0,0.12211048118847485,1,0,0,1,54.5,1268.5751135195585,0.8090169943749413,14069.0028,889.88,48032.274014473864,48.84419247538994,0.9833773797913608,34824.7,35299.19666666666,0.03887593738942581,0.0380590010610104,28.180037795358174,0,6,1,1,ARG
Spain,2024,Meat & Seafood,33791.28,31479.67,65.9,219.46,30.43,17.549999999999997,Europe,Unknown,65.9,143.44149275494394,84478200.0,0.38493666271757954,6,0,1,6,255.5,1271.7167061731484,-0.8090169943750019,3851.5229999999997,1316.76,143441.49275494393,153.97466508703178,0.93159152302014,35300.840000000004,34344.47666666666,0.03427530002024793,0.031086119417315584,29.330466903611896,16,6,3,2,ESP
Indonesia,2023,Meat & Seafood,48216.19,51593.84,151.14,353.04,56.75,17.549999999999997,Asia,Unknown,151.14,146.14162701110354,120540475.0,0.3414357438250623,5,0,1,5,190.0,1271.0883876424302,-0.30901699437484287,6195.851999999999,1765.2,146141.62701110353,136.57429753002492,1.070052196160667,37356.31333333333,39720.526666666665,0.04692825392593601,0.05071749045375003,9.513855370496263,8,6,2,2,IDN
France,2024,Frozen Food,1314.06,1332.64,128.69,1082.83,40.81,17.549999999999997,Europe,Unknown,128.69,1.3580268354685952,3285149.9999999995,0.003364653069297164,6,0,1,6,223.0,1271.7167061731484,-0.8090169943750019,19003.666499999996,6496.98,1230.701033403212,1.2135422919571863,1.014139384807391,23385.89,26260.13,0.0018022416970339898,0.0018125113278557763,64.57760954782069,5,3,3,2,FRA
Brazil,2018,Dairy Products,21847.0,20986.45,84.77,846.22,34.63,18.28,America,Southern Hemisphere,84.77,24.800229254803714,54617500.0,0.06454290846352012,0,0,0,0,20.5,1267.9467949888406,0.3090169943749612,15468.901600000001,0.0,24800.229254803715,25.817163385408048,0.9606101524236738,30047.16333333333,27729.306666666667,0.02115575598278814,0.020481627249033005,54.921920217752685,2,2,1,1,BRA
Saudi Arabia,2024,Prepared Food,37050.71,38365.47,196.14,116.66,67.64,17.549999999999997,Asia,Unknown,196.14,328.8656780387451,92626775.0,0.7939891565232299,6,0,1,6,219.5,1271.7167061731484,-0.8090169943750019,2047.3829999999996,699.96,328865.6780387451,317.59566260929194,1.035485419847555,17964.046666666665,18410.976666666666,0.03651950279033717,0.03719951013019504,0.0,13,7,2,2,SAU
France,2020,Beverages,41479.3,45051.73,157.4,53.57,39.76,17.1,Europe,Northern Hemisphere,157.4,840.9880530147472,103698250.0,1.935752286727646,2,1,0,2,77.0,1269.2034320502764,1.0,916.047,107.14,840988.0530147471,774.3009146910584,1.0861256096414356,22140.033333333336,23513.5,0.03853109589478708,0.042343419085787405,0.0,5,1,3,0,FRA
